location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
225801,"Westminster - Elizabeth Bridge","no2",29.3,"µg/m³","2025-11-08T11:00:00Z","2025-11-08T11:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","no2",44.7,"µg/m³","2025-11-08T12:00:00Z","2025-11-08T12:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","no2",34,"µg/m³","2025-11-08T13:00:00Z","2025-11-08T13:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","no2",24.5,"µg/m³","2025-11-08T14:00:00Z","2025-11-08T14:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","no2",38.3,"µg/m³","2025-11-08T15:00:00Z","2025-11-08T15:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","no2",33.3,"µg/m³","2025-11-08T16:00:00Z","2025-11-08T16:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","no2",53.7,"µg/m³","2025-11-08T17:00:00Z","2025-11-08T17:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","no2",61.2,"µg/m³","2025-11-08T18:00:00Z","2025-11-08T18:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","no2",59.6,"µg/m³","2025-11-08T19:00:00Z","2025-11-08T19:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","no2",54.8,"µg/m³","2025-11-08T20:00:00Z","2025-11-08T20:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","no2",55.3,"µg/m³","2025-11-08T21:00:00Z","2025-11-08T21:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","no2",52,"µg/m³","2025-11-08T22:00:00Z","2025-11-08T22:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","no2",41.8,"µg/m³","2025-11-08T23:00:00Z","2025-11-08T23:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","no2",44.9,"µg/m³","2025-11-09T00:00:00Z","2025-11-09T00:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",1,"µg/m³","2025-11-08T01:00:00Z","2025-11-08T01:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",6,"µg/m³","2025-11-08T02:00:00Z","2025-11-08T02:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",6,"µg/m³","2025-11-08T03:00:00Z","2025-11-08T03:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",5,"µg/m³","2025-11-08T04:00:00Z","2025-11-08T04:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",2,"µg/m³","2025-11-08T05:00:00Z","2025-11-08T05:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",1,"µg/m³","2025-11-08T06:00:00Z","2025-11-08T06:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",4,"µg/m³","2025-11-08T07:00:00Z","2025-11-08T07:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",4,"µg/m³","2025-11-08T08:00:00Z","2025-11-08T08:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",6,"µg/m³","2025-11-08T09:00:00Z","2025-11-08T09:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",6,"µg/m³","2025-11-08T10:00:00Z","2025-11-08T10:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",7,"µg/m³","2025-11-08T11:00:00Z","2025-11-08T11:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",6,"µg/m³","2025-11-08T12:00:00Z","2025-11-08T12:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",7,"µg/m³","2025-11-08T13:00:00Z","2025-11-08T13:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",6,"µg/m³","2025-11-08T14:00:00Z","2025-11-08T14:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",5,"µg/m³","2025-11-08T15:00:00Z","2025-11-08T15:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",4,"µg/m³","2025-11-08T16:00:00Z","2025-11-08T16:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",6,"µg/m³","2025-11-08T17:00:00Z","2025-11-08T17:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",14,"µg/m³","2025-11-08T18:00:00Z","2025-11-08T18:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",17,"µg/m³","2025-11-08T19:00:00Z","2025-11-08T19:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",29,"µg/m³","2025-11-08T20:00:00Z","2025-11-08T20:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",38,"µg/m³","2025-11-08T21:00:00Z","2025-11-08T21:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",39,"µg/m³","2025-11-08T22:00:00Z","2025-11-08T22:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",34,"µg/m³","2025-11-08T23:00:00Z","2025-11-08T23:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
225801,"Westminster - Elizabeth Bridge","pm25",29,"µg/m³","2025-11-09T00:00:00Z","2025-11-09T00:00:00Z","Europe/London",51.4922482333024,-0.147114752900186,,,,"Unknown Governmental Organization","London Air Quality Network"
